Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#11402#22210
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7431#8890
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11166#13663
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#27543#37209
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#24144#38630
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14875#19118
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24251#26136
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18204#31968
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#34112#38003
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#12737#14255
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16887#19258
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16623#25717
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27453#32748
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6398#11428
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14830#16092
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#25872#40063
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#39759#41614
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9595#21888
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#32578#34068
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#40742#62471
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#43753#61407
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25315#33225
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40976#42699
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#49681#64002
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#48527#69176
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#30559#34839
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41997#45256
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#80292#665151
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#80974#533054
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#28509#34703
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#44534#44534
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#45891#223758
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#53291#159455
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11302#18749
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24212#25683
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#224038#608371
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#313353#472668
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#28522#30593
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#33219#33219
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#129739#443139
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#323086#423326
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23491#26974
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#32046#32046
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#463922#865242
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#825733#825733
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24954#31717
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43507#43719
National Institute of Technology Arunachal Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#107472#112033
National Institute of Technology Arunachal Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#32878#35118
National Institute of Technology Arunachal Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#42763#45152
National Institute of Technology Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#37889#56549
National Institute of Technology Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11326#18907
National Institute of Technology Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#23875#28430
National Institute of Technology Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#123478#138608
National Institute of Technology Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25836#30389
National Institute of Technology Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#33595#34965
National Institute of Technology Arunachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#69472#92522
National Institute of Technology Arunachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#21975#27180
National Institute of Technology Arunachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34302#35970
National Institute of Technology Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#141116#145858
National Institute of Technology Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23980#33000
National Institute of Technology Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41282#41305
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#28883#34187
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#34407#46337
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25875#27880
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#38673#39101
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7567#12061
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#16808#20240
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#3412#7812
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11967#13293
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19304#24117
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#25560#30510
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9890#16794
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21112#26433
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12198#19009
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#20770#24995
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11331#12652
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16961#20714
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19550#27910
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30829#33932
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#12636#19746
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30539#35266
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#28193#36593
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#33477#47060
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#27292#32441
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40097#42667
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#30836#39483
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#48715#49954
