Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
Indian Institute of Technology Jammu#Materials Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#19393#20092
Indian Institute of Technology Jammu#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8615#9818
Indian Institute of Technology Jammu#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15829#17405
Indian Institute of Technology Dharwad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2512#4837
Indian Institute of Technology Dharwad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6696#8468
Indian Institute of Technology Dharwad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4936#7831
Indian Institute of Technology Dharwad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11655#13872
Indian Institute of Technology Dharwad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7592#9591
Indian Institute of Technology Dharwad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15578#16443
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#42145#62173
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#57261#58772
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#30316#35752
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#37260#41453
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#35322#50401
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#42971#49249
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24708#29014
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30611#35739
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#26254#42141
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#35581#50367
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18821#28393
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#37645#38673
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#6183#9408
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10589#15820
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6140#7531
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#9800#12912
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#20063#23067
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27606#29045
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15514#16731
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#23352#23449
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13708#17117
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22548#27595
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10102#12214
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16070#18733
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#42143#57896
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#52599#56702
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#27803#34379
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Industrial and Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36674#42298
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#9784#13699
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#17575#21958
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7768#9271
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14453#15439
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24331#40469
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30000#37630
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17365#28217
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35422#38526
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19365#31697
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#40716#48795
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17229#21319
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#31017#33894
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#57562#68630
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#50882#66191
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#33997#37087
Dr. B R Ambedkar National Institute of Technology, Jalandhar#Textile Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35605#44650
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#586#1965
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#259#653
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#624#838
Malaviya National Institute of Technology Jaipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#432#631
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13304#19732
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22539#28639
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13819#20013
Malaviya National Institute of Technology Jaipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24294#28318
Malaviya National Institute of Technology Jaipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12827#19041
Malaviya National Institute of Technology Jaipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10490#31340
Malaviya National Institute of Technology Jaipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9323#23071
Malaviya National Institute of Technology Jaipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#31125#35213
Malaviya National Institute of Technology Jaipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1133#3449
Malaviya National Institute of Technology Jaipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#4366#6399
Malaviya National Institute of Technology Jaipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1896#3441
Malaviya National Institute of Technology Jaipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#5129#6481
Malaviya National Institute of Technology Jaipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1280#10239
Malaviya National Institute of Technology Jaipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#14263#18010
Malaviya National Institute of Technology Jaipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4105#11905
Malaviya National Institute of Technology Jaipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14841#17686
Malaviya National Institute of Technology Jaipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3690#7199
Malaviya National Institute of Technology Jaipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#9022#13536
Malaviya National Institute of Technology Jaipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4843#7330
Malaviya National Institute of Technology Jaipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11632#13788
Malaviya National Institute of Technology Jaipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7784#13279
Malaviya National Institute of Technology Jaipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#20205#24025
Malaviya National Institute of Technology Jaipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1813#14333
Malaviya National Institute of Technology Jaipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20132#28279
Malaviya National Institute of Technology Jaipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19929#28167
Malaviya National Institute of Technology Jaipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#32408#33162
Malaviya National Institute of Technology Jaipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23876#30195
Malaviya National Institute of Technology Jaipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34267#40572
Maulana Azad National Institute of Technology Bhopal#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#693#2174
Maulana Azad National Institute of Technology Bhopal#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#574#969
Maulana Azad National Institute of Technology Bhopal#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#740#1036
Maulana Azad National Institute of Technology Bhopal#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#747#892
Maulana Azad National Institute of Technology Bhopal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#17953#26636
Maulana Azad National Institute of Technology Bhopal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30663#37213
Maulana Azad National Institute of Technology Bhopal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20646#24989
Maulana Azad National Institute of Technology Bhopal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#28968#32822
Maulana Azad National Institute of Technology Bhopal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#25380#29834
Maulana Azad National Institute of Technology Bhopal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#34972#41048
Maulana Azad National Institute of Technology Bhopal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#21630#27159
Maulana Azad National Institute of Technology Bhopal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35353#36924
